LOLM8,3,1343.123 ,46.72472 ,-114.5331,HADS      ,           ,LOLO HOT SPRINGS NEAR LOLO 20W   MT US        USGS,
LRRM8,3,2364.994 ,44.65444 ,-112.3625,HADS      ,           ,LIMA RESERVOIR NEAR LIMA 11E     MT US        USBR,
LTCM8,3,1193.600 ,48.79944 ,-111.0475,HADS      ,           ,LOWER TOOTSIE CREEK NEAR HILL 5W MT US            ,
LTRM8,3,780.3000 ,47.93278 ,-110.5144,HADS      ,           ,TETON RIVER NEAR LOMA 1SW        MT US        USGS,
MADM8,3,1683.645 ,45.49028 ,-111.6344,HADS      ,           ,MADISON RIVER BELOW ENNIS LAKE N MT US        USGS,
MBLO1,3,253.0000 ,40.92444 ,-83.55722,HADS      ,           ,BLANCHARD RIVER BELOW MT BLANCHA OH US        USGS,
MCRM8,3,2151.486 ,45.50139 ,-110.9856,HADS      ,           ,MIDDLE CREEK NEAR GALLATIN GATEW MT US            ,
MDSM8,3,2026.000 ,44.65694 ,-111.0675,HADS      ,           ,MADISON RIVER NEAR WEST YELLOWST MT US        USGS,
MHDM8,3,1077.983 ,45.05722 ,-105.8783,HADS      ,           ,POWDER RIVER NEAR MOORHEAD NEAR  MT US        USGS,
MICM8,3,719.3000 ,46.38472 ,-105.8447,HADS      ,           ,TONGUE RIVER NEAR MILES CITY 2S  MT US  USARMY-COE,
MILM8,3,804.0940 ,46.42083 ,-105.8600,HADS      ,           ,YELLOWSTONE RIVER AT HIGHWAY BRI MT US  USARMY-COE,
MLRM8,3,1540.800 ,45.52667 ,-112.7008,HADS      ,           ,BIG HOLE RIVER NEAR MELROSE 7S   MT US        USGS,
MSBM8,3,759.9000 ,46.99472 ,-107.8883,HADS      ,           ,MUSSELSHELL RIVER AT MOSBY       MT US        USGS,
MSNM8,3,1459.019 ,47.32278 ,-113.9794,HADS      ,           ,MISSION CREEK ABOVE MISSION RESE MT US        USGS,
NFRM8,3,1243.900 ,46.97944 ,-113.0922,HADS      ,           ,NORTH FORK BLACKFOOT RIVER ABOVE MT US        USGS,
NMCM8,3,1350.380 ,48.97083 ,-113.0558,HADS      ,           ,NORTH FORK MILK RIVER ABOVE ST M MT US        USGS,
ORHM8,3,770.8000 ,48.96944 ,-106.8389,HADS      ,           ,ROCK CREEK BELOW HORSE CREEK NEA MT US        USGS,
OVNM8,3,1251.800 ,47.01917 ,-113.1289,HADS      ,           ,OVANDO                           MT US        USGS,
PEOM8,3,826.6000 ,48.22361 ,-108.7133,HADS      ,           ,PEOPLES CREEK NEAR HAYS          MT US        USGS,
PERM8,3,914.1200 ,47.36667 ,-114.5850,HADS      ,           ,FLATHEAD RIVER AT PERMA NEAR DIX MT US        USGS,
PLRM8,3,595.3000 ,48.17083 ,-105.1783,HADS      ,           ,POPLAR RIVER NEAR POPLAR 4N      MT US        USGS,
PLVM8,3,1168.660 ,48.10944 ,-114.8686,HADS      ,           ,PLEASANT VALLEY NEAR MARION 10W  MT US        USGS,
POLM8,3,1072.900 ,48.76500 ,-114.2836,HADS      ,           ,POLEBRIDGE RAIN GAUGE            MT US        USGS,
PPRM8,3,749.2000 ,48.99028 ,-105.6961,HADS      ,           ,POPLAR RIVER AT INTERNATIONAL BO MT US        USGS,
